product name,ingredients,formatted ingredients
lirene-oxy-cream,"['Aqua (Water)', 'Butylene Glycol', 'Glycerin', 'Caprylic/Capric Triglyceride', 'PEG-40 Hydrogenated Castor Oil', 'Propanediol', 'Persea Gratissima (Avocado) Oil', '1,2-Hexanediol', 'Dicaprylyl Carbonate', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Isohexadecane', 'Hydroxyacetophenone', 'PEG-240/Hdi Copolymer Bis-Decyltetradeceth-20 Ether', 'Mannitol', 'Polysorbate 60', 'Hydrolyzed Soy Protein', 'Cellulose', 'Sorbitan Isostearate', 'Tocopheryl Acetate', 'Hydroxypropyl Methylcellulose', 'Terminalia Ferdinandiana Fruit Extract', 'Potassium Laurate', 'Tocopherol', 'Trisodium EDTA', 'Phenoxyethanol', 'Potassium Sorbate', 'Parfum (Fragrance)', 'Ci 77007 (Ultramarines)', 'Ci 42090 (FD&C Blue No. 1)']","['water', 'butylene-glycol', 'glycerin', 'caprylic-capric-triglyceride', 'peg-40-hydrogenated-castor-oil', 'propanediol', 'persea-gratissima-oil', '1-2-hexanediol', 'dicaprylyl-carbonate', 'hydroxyethyl-acrylate-sodium-acryloyldimethyl-taurate-copolymer', 'isohexadecane', 'hydroxyacetophenone', 'peg-240-hdi-copolymer-bis-decyltetradeceth-20-ether', 'mannitol', 'polysorbate-60', 'hydrolyzed-soy-protein', 'cellulose', 'sorbitan-isostearate', 'tocopheryl-acetate', 'hydroxypropyl-methylcellulose', 'terminalia-ferdinandiana-fruit-extract', 'potassium-laurate', 'tocopherol', 'trisodium-edta', 'phenoxyethanol', 'potassium-sorbate', 'parfum', 'ci-77007', 'ci-42090']"
aveda-damage-remedy-restructuring-shampoo,"['Water\\Aqua\\Eau', 'Sodium Methyl Cocoyl Taurate', 'Babassuamidopropyl Betaine', 'Propanediol', 'Sodium Chloride', 'Disodium Coco-Glucoside Citrate', 'Dimethicone', 'Glyceryl Oleate', 'Coco-Glucoside', 'Hydrogenated Lecithin', 'Hippophae Rhamnoides Oil', 'Olea Europaea (Olive) Fruit Oil', 'Fusanus Spicatus Wood Oil', ""Hordeum Distichon (Barley) Extract\\Extrait D'Orge A Deux Rangs"", 'Chenopodium Quinoa Seed Extract', 'Phellodendron Amurense Bark Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Stearic Acid', 'Potassium Stearate', 'Laureth-4', 'Laureth-23', 'Glycerin', 'Guar Hydroxypropyltrimonium Chloride', 'Acrylates Copolymer', 'Squalane', 'Polysorbate 80', 'Calcium Gluconate', 'Sodium Gluconate', 'Citric Acid', 'Sodium Hydroxide', 'Fragrance (Parfum)', 'Linalool', 'Geraniol', 'Citronellol', 'Limonene', 'Gluconolactone', 'Potassium Sorbate', 'Sodium Benzoate', 'Phenoxyethanol', 'Annatto (Ci 75120)']","['water', 'sodium-methyl-cocoyl-taurate', 'babassuamidopropyl-betaine', 'propanediol', 'sodium-chloride', 'disodium-coco-glucoside-citrate', 'dimethicone', 'glyceryl-oleate', 'coco-glucoside', 'hydrogenated-lecithin', 'hippophae-rhamnoides-fruit-oil', 'olea-europaea-fruit-oil', 'fusanus-spicatus-wood-oil', 'hordeum-distichon-extract', 'chenopodium-quinoa-seed-extract', 'phellodendron-amurense-bark-extract', 'helianthus-annuus-seed-oil', 'stearic-acid', 'potassium-stearate', 'laureth-4', 'laureth-23', 'glycerin', 'guar-hydroxypropyltrimonium-chloride', 'acrylates-copolymer', 'squalane', 'polysorbate-80', 'calcium-gluconate', 'sodium-gluconate', 'citric-acid', 'sodium-hydroxide', 'parfum', 'linalool', 'geraniol', 'citronellol', 'limonene', 'gluconolactone', 'potassium-sorbate', 'sodium-benzoate', 'phenoxyethanol', 'ci-75120']"
giovanni-nutrafix-tm-hair-reconstructor,"['Aqua (Purified Water)', 'Cetyl Alcohol', 'Stearalkonium Chloride', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Phenoxyethanol', 'Natural Fragrance', '*Helianthus Annuus (Sunflower) Seed Oil', '*Glycine Soja (Soybean) Seed Extract', '*Betula Alba Extract', '*Malva Sylvestris (Mallow) Extract', '*Achillea Millefolium Extract', '*Chamomilla Recutita (Matricaria) Flower Extract', '*Equisetum Arvense Extract', '*Lavandula Angustifolia (Lavender) Extract', '*Rosmarinus Officinalis (Rosemary) Leaf Extract', '*Salvia Sclarea (Clary) Extract', '*Thymus Vulgaris (Thyme) Extract', '*Tussilago Farfara (Coltsfoot) Flower Extract', '*Urtica Dioica (Nettle) Extract']","['water', 'cetyl-alcohol', 'stearalkonium-chloride', 'tocopherol', 'citric-acid', 'phenoxyethanol', 'parfum', 'helianthus-annuus-seed-oil', 'glycine-soja-seed-extract', 'betula-alba-extract', 'malva-sylvestris-extract', 'achillea-millefolium-extract', 'chamomilla-recutita-flower-extract', 'equisetum-arvense-extract', 'lavandula-angustifolia-extract', 'rosmarinus-officinalis-leaf-extract', 'salvia-sclarea-extract', 'thymus-vulgaris-extract', 'tussilago-farfara-flower-extract', 'urtica-dioica-extract']"
daytox-self-tan-drops,"['Aqua', 'Dihydroxyacetone', 'Alcohol Denat', 'Xanthan Gum', 'Parfum']","['water', 'dihydroxyacetone', 'alcohol-denat', 'xanthan-gum', 'parfum']"
le-mieux-marine-amino-vita-c-serum,"['Hyaluronic Acid', 'Niacinamide', 'Magnesium Ascorbyl Phosphate', 'Sodium PCA', 'Dipotassium Glycyrrhizate', 'Camellia Sinensis (Green Tea) Leaf Extract,Camellia Sinensis (White Tea) Extract', 'Aminopropyl Ascorbyl Phosphate', 'Panthenol', 'Phospholipids', 'Tocotrienols', 'Mannitol', 'Glycine', 'Glutamic Acid', 'Arginine', 'Alanine', 'Aspartic Acid', 'Lysine', 'Leucine', 'Valine', 'Superoxide Dismutase', 'Glutathione', 'Glucose', 'Glucose Oxidase', 'Lactoperoxidase']","['hyaluronic-acid', 'niacinamide', 'magnesium-ascorbyl-phosphate', 'sodium-pca', 'dipotassium-glycyrrhizate', 'camellia-sinensis-leaf-extract', 'aminopropyl-ascorbyl-phosphate', 'panthenol', 'phospholipids', 'tocotrienols', 'mannitol', 'glycine', 'glutamic-acid', 'arginine', 'alanine', 'aspartic-acid', 'lysine', 'leucine', 'valine', 'superoxide-dismutase', 'glutathione', 'glucose', 'glucose-oxidase', 'lactoperoxidase']"
be-plain-clean-ocean-moisture-sunscreen,"['Water', 'Aqua', 'Dibutyl Adipate', 'Propanediol', 'Polymethylsilsesquioxane', 'Diisopropyl Sebacate', 'Diethylamino Hydroxybenzoyl Hexyl Benzoate', 'Ethylhexyl Triazone', 'Niacinamide', 'Methylene Bis-Benzotriazolyl Tetramethylbutylphenol', 'Coco-Caprylate/Caprate', 'Diethylhexyl Butamido Triazone', 'Glycerin', '1,2-Hexanediol', 'Butylene Glycol', 'Caprylyl Methicone', 'Pentylene Glycol', 'Behenyl Alcohol', 'Poly C10-30 Alkyl Acrylate', 'Polyglyceryl-3 Methylglucose Distearate', 'Decyl Glucoside', 'Tromethamine', 'Carbomer', 'Carboxyvinyl Polymer', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Sodium Stearoyl Glutamate', 'Polyacrylate Crosspolymer-6', 'Ethylhexylglycerin', 'Adenosine', 'Xanthan Gum', 'T-Butyl Alcohol', 'Tocopherol']","['water', 'water', 'dibutyl-adipate', 'propanediol', 'polymethylsilsesquioxane', 'diisopropyl-sebacate', 'diethylamino-hydroxybenzoyl-hexyl-benzoate', 'ethylhexyl-triazone', 'niacinamide', 'methylene-bis-benzotriazolyl-tetramethylbutylphenol', 'coco-caprylate-caprate', 'diethylhexyl-butamido-triazone', 'glycerin', '1-2-hexanediol', 'butylene-glycol', 'caprylyl-methicone', 'pentylene-glycol', 'behenyl-alcohol', 'poly-c10-30-alkyl-acrylate', 'polyglyceryl-3-methylglucose-distearate', 'decyl-glucoside', 'tromethamine', 'carbomer', 'carbomer', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'sodium-stearoyl-glutamate', 'polyacrylate-crosspolymer-6', 'ethylhexylglycerin', 'adenosine', 'xanthan-gum', 't-butyl-alcohol', 'tocopherol']"
neostrata-correct-renewal-cream,"['Aqua (Water)', 'Gluconolactone', 'Butylene Glycol', 'Isocetyl Stearate', 'Glyceryl Stearate', 'PEG-100 Stearate', 'Cyclomethicone', 'Isododecane', 'Triethanolamine', 'Palmitic Acid', 'Stearic Acid', 'Dimethicone', 'C12-15 Alkyl Benzoate', 'Cetyl Ricinoleate', 'Macadamia Ternifolia Seed Oil', 'Glycerin', 'Cetearyl Alcohol', 'Diisostearyl Malate', 'Arginine', 'Oenothera Biennis (Evening Primrose) Oil', 'Tocopheryl (Vitamin E) Acetate', 'Magnesium Aluminum Silicate', 'Steareth-2', 'Xanthan Gum', 'Myristic Acid', 'Disodium EDTA', 'Methylparaben', 'Chlorphenesin', 'Propylparaben']","['water', 'gluconolactone', 'butylene-glycol', 'isocetyl-stearate', 'glyceryl-stearate', 'peg-100-stearate', 'cyclomethicone', 'isododecane', 'triethanolamine', 'palmitic-acid', 'stearic-acid', 'dimethicone', 'c12-15-alkyl-benzoate', 'cetyl-ricinoleate', 'macadamia-ternifolia-seed-oil', 'glycerin', 'cetearyl-alcohol', 'diisostearyl-malate', 'arginine', 'oenothera-biennis-oil', 'tocopheryl-acetate', 'magnesium-aluminum-silicate', 'steareth-2', 'xanthan-gum', 'myristic-acid', 'disodium-edta', 'methylparaben', 'chlorphenesin', 'propylparaben']"
awake-beauty-moisture-balm-daytime-lip-mask,"['Hydrogenated Polyisobutene', 'Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate', 'Diisostearyl Malate', 'Microcrystalline Wax\\Cera Microcristallina\\Cire Microcristalline', 'Hydrogenated Poly(C6-14 Olefin)', 'Bis-Diglyceryl Polyacyladipate-2', 'Synthetic Fluorphlogopite', 'Synthetic Wax', 'Sucrose Tetrastearate Triacetate', 'Tocopheryl Acetate', 'Ethylene/Propylene Copolymer', 'Polyglyceryl-2 Triisostearate', 'Argania Spinosa Kernel Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Olea Europaea (Olive) Fruit Oil', 'Rosa Canina Fruit Oil', 'Rubus Idaeus (Raspberry) Seed Oil', 'Triethoxycaprylylsilane', 'Dehydroacetic Acid', 'Flavor/Aroma', 'Tocopherol', 'Red 28 Lake (Ci 45410)', 'Yellow 6 Lake (Ci 15985)']","['hydrogenated-polyisobutene', 'phytosteryl-isostearyl-cetyl-stearyl-behenyl-dimer-dilinoleate', 'diisostearyl-malate', 'microcrystalline-wax', 'hydrogenated-poly-c6-14-olefin', 'bis-diglyceryl-polyacyladipate-2', 'synthetic-fluorphlogopite', 'synthetic-wax', 'sucrose-tetrastearate-triacetate', 'tocopheryl-acetate', 'ethylene-propylene-copolymer', 'polyglyceryl-2-triisostearate', 'argania-spinosa-kernel-oil', 'helianthus-annuus-seed-oil', 'olea-europaea-fruit-oil', 'rosa-canina-fruit-oil', 'rubus-idaeus-seed-oil', 'triethoxycaprylylsilane', 'dehydroacetic-acid', 'aroma', 'tocopherol', 'ci-45410', 'ci-15985']"
afrodita-collagen-cmf,"['Aqua', 'Glyceryl Stearate', 'Ceteareth-20', 'Ceteareth-12', 'Cetearyl Alcohol', 'Cetyl Palmitate', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Butyrospermum Parkii Butter', 'Oleyl Erucate', 'Isopropyl Palmitate', 'Paraffinum Liquidum', 'Persea Gratissima Oil', 'Simmondsia Chinensis Seed Oil', 'Pentylene Glycol', 'Stearyl Alcohol', 'Cetyl Alcohol', 'Tocopheryl Acetate', 'Pentaerythrityl Tetraisostearate', 'Silica Dimethyl Silylate', 'Butylene Glycol', 'Sodium Chondroitin Sulfate', 'Atelocollagen', 'Caprylyl Glycol', 'Phenoxyethanol', 'Hexylene Glycol', 'Rosmarinus Officinalis Leaf Extract', 'Brassica Campestris Seed Oil', 'Ethoxydiglycol', 'Propylene Glycol', 'Butylene Glycol', 'Althaea Officinalis Root Extract', 'Glucose', 'Lactic Acid', 'Sodium Benzoate', 'Potassium Sorbate', 'Caramel', 'Citric Acid', 'Dimethicone', 'Parfum', 'Octocrylene', 'Methylparaben', 'Ethylparaben', 'Limonene', 'Linalool']","['water', 'glyceryl-stearate', 'ceteareth-20', 'ceteareth-12', 'cetearyl-alcohol', 'cetyl-palmitate', 'caprylic-capric-triglyceride', 'glycerin', 'butyrospermum-parkii-butter', 'oleyl-erucate', 'isopropyl-palmitate', 'paraffinum-liquidum', 'persea-gratissima-oil', 'simmondsia-chinensis-seed-oil', 'pentylene-glycol', 'stearyl-alcohol', 'cetyl-alcohol', 'tocopheryl-acetate', 'pentaerythrityl-tetraisostearate', 'silica-dimethyl-silylate', 'butylene-glycol', 'sodium-chondroitin-sulfate', 'atelocollagen', 'caprylyl-glycol', 'phenoxyethanol', 'hexylene-glycol', 'rosmarinus-officinalis-leaf-extract', 'brassica-campestris-seed-oil', 'ethoxydiglycol', 'propylene-glycol', 'butylene-glycol', 'althaea-officinalis-root-extract', 'glucose', 'lactic-acid', 'sodium-benzoate', 'potassium-sorbate', 'caramel', 'citric-acid', 'dimethicone', 'parfum', 'octocrylene', 'methylparaben', 'ethylparaben', 'limonene', 'linalool']"
allegro-natura-siero-viso-anti-age-b-like,"['Aqua', 'Melissa Officinalis Leaf Water*', 'Glycerin', 'Aloe Barbadensis Leaf Juice*', 'Acetyl Hexapeptide-8', 'Humulus Lupulus Flower Extract*', 'Sclerotium Gum', 'Potassium Sorbate', 'Sodium Benzoate', 'Ethylhexylglycerin', 'Sodium Hyaluronate', 'Citrus Aurantium Dulcis Peel Oil*']","['water', 'melissa-officinalis-leaf-water', 'glycerin', 'aloe-barbadensis-leaf-juice', 'acetyl-hexapeptide-8', 'humulus-lupulus-flower-extract', 'sclerotium-gum', 'potassium-sorbate', 'sodium-benzoate', 'ethylhexylglycerin', 'sodium-hyaluronate', 'citrus-aurantium-dulcis-peel-oil']"
earth-science-clarifying-facial-wash-fragrance-free,"['Aqua', 'Glycerin', 'Disodium Cocoamphodiacetate', 'Sodium Lauryl Sulfoacetate', 'Disodium Laureth Sulfosuccinate', 'Cocamidopropyl Betaine', 'Aloe Barbadensis Leaf Juice', 'Panthenol', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Ascorbic Acid', 'Betula Alba (Birch) Bark Extract', 'Sodium Hyaluronate', 'Lavandula Angustifolia (Lavender) Flower Extract', 'Macrocystis Pyrifera (Kelp) Extract', 'Citrus Grandis (Grapefruit) Seed Extract', 'Bixa Orellana (Annatto) Seed Extract', 'Zinc Sulfate', 'Allantoin', 'Citric Acid', 'Sodium Chloride', 'PEG-150 Distearate', 'Potassium Sorbate', 'Sodium Benzoate', 'Maltodextrin', 'Phenoxyethanol']","['water', 'glycerin', 'disodium-cocoamphodiacetate', 'sodium-lauryl-sulfoacetate', 'disodium-laureth-sulfosuccinate', 'cocamidopropyl-betaine', 'aloe-barbadensis-leaf-juice', 'panthenol', 'cucumis-sativus-fruit-extract', 'ascorbic-acid', 'betula-alba-bark-extract', 'sodium-hyaluronate', 'lavandula-angustifolia-flower-extract', 'macrocystis-pyrifera-extract', 'citrus-grandis-seed-extract', 'bixa-orellana-seed-extract', 'zinc-sulfate', 'allantoin', 'citric-acid', 'sodium-chloride', 'peg-150-distearate', 'potassium-sorbate', 'sodium-benzoate', 'maltodextrin', 'phenoxyethanol']"
nuxe-sun-milky-spray-for-face-and-body-medium-protection-spf20,"['Aqua/Water', 'Diethylamino Hydroxybenzoyl Hexyl Benzoate', 'Ethylhexyl Methoxycinnamate', 'C12-15 Alkyl Benzoate', 'Glycerin', 'Diethylhexyl Succinate', 'Dibutyl Adipate', 'Ethylhexyl Triazone', 'Phenyl Trimethicone', 'C14-22 Alcohols', 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine', 'Oryza Sativa (Rice) Hull Powder', 'Parfum/Fragrance', 'Dimethicone', 'Benzyl Alcohol', 'Capryloyl Glycine', 'Tocopherol', 'Helianthus Annuus (Sunflower) Seed Oil', 'Myristyl Alcohol', 'Citric Acid', 'C12-20 Alkyl Glucoside', 'Tocopheryl Acetate', 'Sodium Hydroxide', 'Eichhornia Crassipes Extract', 'Xanthan Gum', 'Myristyl Glucoside', 'Dimethiconol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Tetrasodium EDTA', 'Dehydroacetic Acid', 'Inositol', 'Ethyl Ferulate', 'Polyglyceryl-5 Trioleate', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Solanum Lycopersicum (Tomato) Fruit Extract', 'Disodium Uridine Phosphate', 'Fagraea Berteroana Flower Extract', 'Benzyl Salicylate', 'Limonene', 'Linalool', 'Geraniol', 'Citronellol']","['water', 'diethylamino-hydroxybenzoyl-hexyl-benzoate', 'ethylhexyl-methoxycinnamate', 'c12-15-alkyl-benzoate', 'glycerin', 'diethylhexyl-succinate', 'dibutyl-adipate', 'ethylhexyl-triazone', 'phenyl-trimethicone', 'c14-22-alcohols', 'bis-ethylhexyloxyphenol-methoxyphenyl-triazine', 'oryza-sativa-hull-powder', 'parfum', 'dimethicone', 'benzyl-alcohol', 'capryloyl-glycine', 'tocopherol', 'helianthus-annuus-seed-oil', 'myristyl-alcohol', 'citric-acid', 'c12-20-alkyl-glucoside', 'tocopheryl-acetate', 'sodium-hydroxide', 'eichhornia-crassipes-extract', 'xanthan-gum', 'myristyl-glucoside', 'dimethiconol', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'tetrasodium-edta', 'dehydroacetic-acid', 'inositol', 'ethyl-ferulate', 'polyglyceryl-5-trioleate', 'rosmarinus-officinalis-leaf-extract', 'solanum-lycopersicum-fruit-extract', 'disodium-uridine-phosphate', 'fagraea-berteroana-flower-extract', 'benzyl-salicylate', 'limonene', 'linalool', 'geraniol', 'citronellol']"
sand-and-sky-australian-emu-apple-super-bounce-mask,"['Aqua/Water/Eau', 'Propanediol', 'Kaolin', 'Glycerin', 'C13-15 Alkane', 'Coco-Caprylate', 'Oryza Sativa Starch/Oryza Sativa (Rice) Starch', 'Ethylhexyl Olivate', 'Bis-C16-20 Isoalkoxy Tmhdi/PEG-90 Copolymer', 'Sodium Acrylates Copolymer', '3-O-Ethyl Ascorbic Acid', 'Kunzea Pomifera Fruit Extract', 'Syzygium Luehmannii Fruit Extract', 'Tasmannia Lanceolata Fruit Extract', 'Terminalia Ferdinandiana Fruit Extract', 'Hyaluronic Acid', 'Hydrolyzed Hyaluronic Acid', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Glycosaminoglycans', 'Parfum', '(Citrus Paradisi Peel Oil/Citrus Paradisi (Grapefruit) Peel Oil', 'Citrus Sinensis Peel Oil Expressed', 'Citrus Sinensis (Orange) Peel Extract', 'Hibiscus Sabdariffa Flower', 'Michelia Alba Flower Oil', 'Pelargonium Graveolens Leaf Oil', 'Rosmarinus Officinalis Leaf Oil/Rosmarinus Officinalis (Rosemary) Leaf Oil', 'Santalum Spicata Wood Oil', 'Simmondsia Chinensis Seed Oil/Simmondsia Chinensis (Jojoba) Seed Oil)', 'Magnesium Aspartate', 'Zinc Gluconate', 'Copper Gluconate', 'Tocopherol', 'Allantoin', 'Helianthus Annuus Seed Oil/Helianthus Annuus (Sunflower) Seed Oil', 'Dicaprylyl Carbonate', 'Polyglyceryl-4 Oleate', 'Decyl Glucoside', 'Citric Acid', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Sodium Benzoate', 'Potassium Sorbate', 'Limonene', 'Citronellol', 'Geraniol', 'Linalool', 'Ci 60730/Ext. D&C Violet No. 2', 'Ci 16035/D&C Red No. 40']","['water', 'propanediol', 'kaolin', 'glycerin', 'c13-15-alkane', 'coco-caprylate', 'oryza-sativa-starch', 'ethylhexyl-olivate', 'bis-c16-20-isoalkoxy-tmhdi-peg-90-copolymer', 'sodium-acrylates-copolymer', 'ethyl-ascorbic-acid', 'kunzea-pomifera-fruit-extract', 'syzygium-luehmannii-fruit-extract', 'tasmannia-lanceolata-fruit-extract', 'terminalia-ferdinandiana-fruit-extract', 'hyaluronic-acid', 'hydrolyzed-hyaluronic-acid', 'sodium-hyaluronate', 'sodium-hyaluronate-crosspolymer', 'hydrolyzed-glycosaminoglycans', 'parfum', 'citrus-paradisi-peel-oil', 'citrus-sinensis-peel-oil-expressed', 'citrus-sinensis-peel-extract', 'hibiscus-sabdariffa-flower', 'michelia-alba-flower-oil', 'pelargonium-graveolens-leaf-oil', 'rosmarinus-officinalis-leaf-oil', 'santalum-spicata-wood-oil', 'simmondsia-chinensis-seed-oil', 'magnesium-aspartate', 'zinc-gluconate', 'copper-gluconate', 'tocopherol', 'allantoin', 'helianthus-annuus-seed-oil', 'dicaprylyl-carbonate', 'polyglyceryl-4-oleate', 'decyl-glucoside', 'citric-acid', 'phenoxyethanol', 'ethylhexylglycerin', 'sodium-benzoate', 'potassium-sorbate', 'limonene', 'citronellol', 'geraniol', 'linalool', 'ci-60730', 'ci-16035']"
replenix-oil-free-face-sunscreen-spf-50,"['Zinc Oxide (14.5%)', 'Octinoxate (7.5%)', 'Purified Water', 'Niacinamide', 'Oleth-3 Phosphate', 'Neopentyl Glycol Diheptanoate', 'Polyisobutene', 'Octyldodecyl Neopentanoate', 'Butylene Glycol', 'Tocopheryl Acetate', 'Sodium Hyaluronate', 'Caffeine', 'Panthenol', 'Dimethicone', 'Sucrose', 'Lactic Acid', 'Glycerin', 'Ethylhexyl Stearate', 'Triethoxycaprylylsilane', 'Xanthan Gum', 'Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone', 'PEG-7 Trimethylolpropane Coconut Ether', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Phenoxyethanol', 'Disodium EDTA']","['zinc-oxide', 'ethylhexyl-methoxycinnamate', 'water', 'niacinamide', 'oleth-3-phosphate', 'neopentyl-glycol-diheptanoate', 'polyisobutene', 'octyldodecyl-neopentanoate', 'butylene-glycol', 'tocopheryl-acetate', 'sodium-hyaluronate', 'caffeine', 'panthenol', 'dimethicone', 'sucrose', 'lactic-acid', 'glycerin', 'ethylhexyl-stearate', 'triethoxycaprylylsilane', 'xanthan-gum', 'lauryl-peg-9-polydimethylsiloxyethyl-dimethicone', 'peg-7-trimethylolpropane-coconut-ether', 'hydroxyethyl-acrylate-sodium-acryloyldimethyl-taurate-copolymer', 'phenoxyethanol', 'disodium-edta']"
bath-body-works-midsummer-dream,"['Water', 'Magnesium Sulfate', 'Polysorbate 20', 'Propylene Glycol', 'DMDM Hydantoin', 'Potassium Sorbate', 'Citric Acid', 'Glycerin', 'Aloe Barbadensis Leaf Juice', 'Gardenia Taitensis Flower Extract', 'Leuconostoc/Radish Root Ferment Filtrate', 'Linalool', 'Citronellal']","['water', 'magnesium-sulfate', 'polysorbate-20', 'propylene-glycol', 'dmdm-hydantoin', 'potassium-sorbate', 'citric-acid', 'glycerin', 'aloe-barbadensis-leaf-juice', 'gardenia-taitensis-flower-extract', 'leuconostoc-radish-root-ferment-filtrate', 'linalool', 'citronellal']"
asarai-sleepercell-retinol-serum,"['Aqua', 'Chondrus Crispus', 'Potassium Palmitoyl Hydrolyzed Wheat Protein', 'Glyceryl Stearate', 'Cetearyl Alcohol', 'Sodium Hyaluronate', 'Squalane', 'Simmondsia Chinensis (Jojoba) Oil', 'Beta-Glucan', 'Glycerin', 'Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract', 'Phenethyl Alcohol', 'Caprylyl Glycol', 'Betaine', 'Caprylic/Capric Triglyceride', 'D-Alpha Tocopherol (Vitamin E Natural)', 'Dimethicone', 'Dimethicone Crosspolymer', 'Retinol', 'Xanthan Gum', 'Leptospermum Scorparium (Honey) Extract', 'Salix Alba (Willow Bark Extract)', 'Olea Europaea (Olive) Fruit Oil', 'Disodium EDTA', 'Bisabolol', 'Zingiber Officinale (Ginger) Root', 'Decylene Glycol', 'Sodium Benzoate']","['water', 'chondrus-crispus', 'potassium-palmitoyl-hydrolyzed-wheat-protein', 'glyceryl-stearate', 'cetearyl-alcohol', 'sodium-hyaluronate', 'squalane', 'simmondsia-chinensis-seed-oil', 'beta-glucan', 'glycerin', 'terminalia-ferdinandiana-fruit-extract', 'phenethyl-alcohol', 'caprylyl-glycol', 'betaine', 'caprylic-capric-triglyceride', 'tocopherol', 'dimethicone', 'dimethicone-crosspolymer', 'retinol', 'xanthan-gum', 'leptospermum-scoparium-leaf-extract', 'salix-alba-bark-extract', 'olea-europaea-fruit-oil', 'disodium-edta', 'bisabolol', 'zingiber-officinale-root', 'decylene-glycol', 'sodium-benzoate']"
cepage-repaphenol-mains,"['Water', 'Propylene Glycol', 'Urea', 'Carbomer', 'Caprylic Capric Triglyceride', 'Butyrospermum Parkii (Shea Butter)', 'Cetearyl Alcohol', 'Dimethicone', 'Cetearyl Alcohol', 'Ceteareth-20', 'Laureth-4', 'Tocopheryl Acetate', 'Butylhydroxytoluene', 'Caprylhydroxamic Acid', 'Phenoxyethanol', 'Methylpropanediol', 'Cyclopentasiloxane', 'Sodium Hydroxide', 'Ethylhexylglycerin', 'Vitis Vinifera (Grape) Fruit Extract', 'Hydrolyzed Keratin', 'Parfum']","['water', 'propylene-glycol', 'urea', 'carbomer', 'caprylic-capric-triglyceride', 'butyrospermum-parkii-butter', 'cetearyl-alcohol', 'dimethicone', 'cetearyl-alcohol', 'ceteareth-20', 'laureth-4', 'tocopheryl-acetate', 'bht', 'caprylhydroxamic-acid', 'phenoxyethanol', 'methylpropanediol', 'cyclopentasiloxane', 'sodium-hydroxide', 'ethylhexylglycerin', 'vitis-vinifera-fruit-extract', 'hydrolyzed-keratin', 'parfum']"
goodin-by-nature-fresh-start-cleansing-balm,"['Simmondsia Chinensis (Jojoba) Seed Oil**', 'Caprylic/Capric Triglyceride*', 'Tribehenin*', 'Squalene*', 'Laureth-4', 'Mipa-Laureth Sulfate', 'Euterpe Oleracea (Açai) Fruit Oil**', 'Punica Granatum (Pomegranate) Seed Oil**', 'Calendula Officinalis (Pot Marigold) Flower Oil*', 'Butyrospermum Parkii (Shea) Butter**', 'Opuntia Ficus-Indica (Prickly Pear) Flower Extract*', 'Spirulina Maxima (Algae) Extract*', 'Persea Gratissima (Avocado) Oil*', 'Mangifera Indica (Mango) Seed Butter*', 'Rosa Canina (Rosehip) Fruit Oil*', 'Camelina Sativa (Gold-Of-Pleasure) Seed Oil*', 'Helianthus Annuus (Sunflower) Seed Oil*', 'Brassica Campestris (Rapeseed) Seed Oil*', 'Glycine Soja (Soybean) Oil*', 'Propylene Glycol', 'Tocopherol (Vit. E)*']","['simmondsia-chinensis-seed-oil', 'caprylic-capric-triglyceride', 'tribehenin', 'squalene', 'laureth-4', 'mipa-laureth-sulfate', 'euterpe-oleracea-fruit-oil', 'punica-granatum-seed-oil', 'calendula-officinalis-flower-oil', 'butyrospermum-parkii-butter', 'opuntia-ficus-indica-flower-extract', 'spirulina-maxima-extract', 'persea-gratissima-oil', 'mangifera-indica-seed-oil', 'rosa-canina-fruit-oil', 'camelina-sativa-seed-oil', 'helianthus-annuus-seed-oil', 'brassica-campestris-seed-oil', 'glycine-soja-oil', 'propylene-glycol', 'tocopherol']"
